,bio_group,time_label,scenario,percent_change,sensitivity,sensitivity_negative
2176,dogfish,10 years later,AP-FlTs,-0.0432070210851009,0.0,-0.0
2177,ratfish,10 years later,AP-FlTs,-0.0023045132342036,0.0,-0.0
2178,sixgill,10 years later,AP-FlTs,0.0326569363018858,0.0,-0.0
2179,skates,10 years later,AP-FlTs,-0.0152644152158964,0.0004,-0.0004
2180,dogfish,10 years later,AP-FlTn,-0.0575821377207952,0.0,-0.0
2181,ratfish,10 years later,AP-FlTn,0.0213339437394899,0.0,-0.0
2182,sixgill,10 years later,AP-FlTn,-0.002630666365847,0.0,-0.0
2183,skates,10 years later,AP-FlTn,0.0129859854808878,0.0004,-0.0004
2184,dogfish,10 years later,AP-FhTs,-0.1931071827437847,0.0,-0.0
2185,ratfish,10 years later,AP-FhTs,0.0231228036223574,0.0,-0.0
2186,sixgill,10 years later,AP-FhTs,0.0302206212261779,0.0,-0.0
2187,skates,10 years later,AP-FhTs,-0.0317793123244336,0.0004,-0.0004
2188,dogfish,10 years later,AP-FhTn,-0.1282799080738528,0.0,-0.0
