,bio_group,time_label,scenario,percent_change,sensitivity,sensitivity_negative
357,large demersal,spill year,AP-FhTn,-0.0115542460767814,0.0004,-0.0004
358,small flatfish,spill year,AP-FhTn,-0.021752134723878,0.0006,-0.0006
359,large flatfish,spill year,AP-FhTn,-0.0231687596738205,0.0,-0.0
360,benthopelagic,spill year,TP-FlTs,-0.1368248901021462,0.0,-0.0
361,small pelagic,spill year,TP-FlTs,-0.9370465594189588,0.06,-0.06
362,small demersal,spill year,TP-FlTs,-0.4301676842503132,0.0,-0.0
363,large demersal,spill year,TP-FlTs,-0.1162476737165751,0.0004,-0.0004
364,small flatfish,spill year,TP-FlTs,-0.2520582938198945,0.0006,-0.0006
365,large flatfish,spill year,TP-FlTs,-0.365017570944659,0.0,-0.0
366,benthopelagic,spill year,TP-FlTn,-0.1439338788083122,0.0,-0.0
367,small pelagic,spill year,TP-FlTn,-1.2468452028239336,0.06,-0.06
368,small demersal,spill year,TP-FlTn,-0.5003889085980531,0.0,-0.0
369,large demersal,spill year,TP-FlTn,-0.1025820469209071,0.0004,-0.0004
370,small flatfish,spill year,TP-FlTn,-0.2321476609660144,0.0006,-0.0006
371,large flatfish,spill year,TP-FlTn,-0.3464151672109261,0.0,-0.0
372,benthopelagic,spill year,TP-FhTs,-0.0596644844206639,0.0,-0.0
373,small pelagic,spill year,TP-FhTs,-0.2513293403899671,0.06,-0.06
374,small demersal,spill year,TP-FhTs,-0.1683758481533181,0.0,-0.0
375,large demersal,spill year,TP-FhTs,-0.0461406418707299,0.0004,-0.0004
376,small flatfish,spill year,TP-FhTs,-0.0960102485654856,0.0006,-0.0006
377,large flatfish,spill year,TP-FhTs,-0.1161139632915331,0.0,-0.0
378,benthopelagic,spill year,TP-FhTn,-0.0883153897793442,0.0,-0.0
379,small pelagic,spill year,TP-FhTn,-0.3539766712443207,0.06,-0.06
380,small demersal,spill year,TP-FhTn,-0.1647845014501903,0.0,-0.0
381,large demersal,spill year,TP-FhTn,-0.0488906431633751,0.0004,-0.0004
382,small flatfish,spill year,TP-FhTn,-0.0997107068363778,0.0006,-0.0006
383,large flatfish,spill year,TP-FhTn,-0.130350920666119,0.0,-0.0
384,benthopelagic,spill year,EB-FlTs,-0.0875422816418125,0.0,-0.0
385,small pelagic,spill year,EB-FlTs,-0.1967086437640954,0.06,-0.06
386,small demersal,spill year,EB-FlTs,-0.066579353867705,0.0,-0.0
387,large demersal,spill year,EB-FlTs,-0.0255901553464055,0.0004,-0.0004
388,small flatfish,spill year,EB-FlTs,-0.0588419049972677,0.0006,-0.0006
389,large flatfish,spill year,EB-FlTs,-0.0614352315859023,0.0,-0.0
390,benthopelagic,spill year,EB-FlTn,-0.0788734777766941,0.0,-0.0
391,small pelagic,spill year,EB-FlTn,-0.185947733263035,0.06,-0.06
392,small demersal,spill year,EB-FlTn,-0.055778272061352,0.0,-0.0
393,large demersal,spill year,EB-FlTn,-0.0263008485278892,0.0004,-0.0004
394,small flatfish,spill year,EB-FlTn,-0.0573347830789816,0.0006,-0.0006
395,large flatfish,spill year,EB-FlTn,-0.0615516279708805,0.0,-0.0
396,benthopelagic,spill year,EB-FhTs,-0.0234482558126092,0.0,-0.0
397,small pelagic,spill year,EB-FhTs,-0.0416522133132479,0.06,-0.06
398,small demersal,spill year,EB-FhTs,-0.0144628254156142,0.0,-0.0
399,large demersal,spill year,EB-FhTs,-0.009621976387486,0.0004,-0.0004
400,small flatfish,spill year,EB-FhTs,-0.0130184840421687,0.0006,-0.0006
401,large flatfish,spill year,EB-FhTs,-0.0157490206158039,0.0,-0.0
402,benthopelagic,spill year,EB-FhTn,-0.0093488106663319,0.0,-0.0
403,small pelagic,spill year,EB-FhTn,-0.0149801522803654,0.06,-0.06
404,small demersal,spill year,EB-FhTn,-0.0056117587419102,0.0,-0.0
405,large demersal,spill year,EB-FhTn,-0.0035887760072117,0.0004,-0.0004
406,small flatfish,spill year,EB-FhTn,-0.005031782924294,0.0006,-0.0006
407,large flatfish,spill year,EB-FhTn,-0.0046705583070283,0.0,-0.0
408,benthopelagic,spill year,JF-FlTs,-0.0922011503475317,0.0,-0.0
409,small pelagic,spill year,JF-FlTs,-0.4580417675657771,0.06,-0.06
410,small demersal,spill year,JF-FlTs,-0.1818032480680165,0.0,-0.0
411,large demersal,spill year,JF-FlTs,-0.0875072563586476,0.0004,-0.0004
412,small flatfish,spill year,JF-FlTs,-0.2251162141310869,0.0006,-0.0006
413,large flatfish,spill year,JF-FlTs,-0.2568291049349747,0.0,-0.0
414,benthopelagic,spill year,JF-FlTn,-0.0685759993232737,0.0,-0.0
415,small pelagic,spill year,JF-FlTn,-0.4655132604857123,0.06,-0.06
416,small demersal,spill year,JF-FlTn,-0.1685823728870494,0.0,-0.0
417,large demersal,spill year,JF-FlTn,-0.0627174825943577,0.0004,-0.0004
418,small flatfish,spill year,JF-FlTn,-0.1602045239867455,0.0006,-0.0006
419,large flatfish,spill year,JF-FlTn,-0.1996572708587096,0.0,-0.0
420,benthopelagic,spill year,JF-FhTs,-0.0449829303352855,0.0,-0.0
421,small pelagic,spill year,JF-FhTs,-0.2482210695808467,0.06,-0.06
422,small demersal,spill year,JF-FhTs,-0.1597808970557268,0.0,-0.0
423,large demersal,spill year,JF-FhTs,-0.038041613799693,0.0004,-0.0004
424,small flatfish,spill year,JF-FhTs,-0.0914066981958028,0.0006,-0.0006
425,large flatfish,spill year,JF-FhTs,-0.0952950612752789,0.0,-0.0
426,benthopelagic,spill year,JF-FhTn,-0.0484363997317704,0.0,-0.0
427,small pelagic,spill year,JF-FhTn,-0.1936840105268067,0.06,-0.06
428,small demersal,spill year,JF-FhTn,-0.0890616864906057,0.0,-0.0
429,large demersal,spill year,JF-FhTn,-0.0468230374843459,0.0004,-0.0004
430,small flatfish,spill year,JF-FhTn,-0.1063948085094257,0.0006,-0.0006
431,large flatfish,spill year,JF-FhTn,-0.1047142583105797,0.0,-0.0
432,benthopelagic,10 years later,AP-FlTs,-0.2206143427152862,0.0,-0.0
433,small pelagic,10 years later,AP-FlTs,-0.143186003151655,0.06,-0.06
434,small demersal,10 years later,AP-FlTs,-0.0420866190610613,0.0,-0.0
435,large demersal,10 years later,AP-FlTs,0.1140058369385876,0.0004,-0.0004
436,small flatfish,10 years later,AP-FlTs,-0.0387526144964844,0.0006,-0.0006
437,large flatfish,10 years later,AP-FlTs,-0.6919056017880919,0.0,-0.0
438,benthopelagic,10 years later,AP-FlTn,-0.0221095752435473,0.0,-0.0
439,small pelagic,10 years later,AP-FlTn,-3.017668734033116,0.06,-0.06
440,small demersal,10 years later,AP-FlTn,-0.6642100552744168,0.0,-0.0
441,large demersal,10 years later,AP-FlTn,0.0639819854595169,0.0004,-0.0004
442,small flatfish,10 years later,AP-FlTn,-0.0302241755965404,0.0006,-0.0006
443,large flatfish,10 years later,AP-FlTn,-0.1502371599105101,0.0,-0.0
444,benthopelagic,10 years later,AP-FhTs,0.0374946077101878,0.0,-0.0
445,small pelagic,10 years later,AP-FhTs,-16.23895425753936,0.06,-0.06
446,small demersal,10 years later,AP-FhTs,-3.278791006856673,0.0,-0.0
447,large demersal,10 years later,AP-FhTs,0.2328803994231654,0.0004,-0.0004
448,small flatfish,10 years later,AP-FhTs,-0.330748316924484,0.0006,-0.0006
449,large flatfish,10 years later,AP-FhTs,-0.820253452995493,0.0,-0.0
450,benthopelagic,10 years later,AP-FhTn,-0.1370081163587644,0.0,-0.0
451,small pelagic,10 years later,AP-FhTn,-11.129303241645298,0.06,-0.06
452,small demersal,10 years later,AP-FhTn,-2.452154416246096,0.0,-0.0
453,large demersal,10 years later,AP-FhTn,0.1008633513871981,0.0004,-0.0004
454,small flatfish,10 years later,AP-FhTn,-0.2765508605475286,0.0006,-0.0006
455,large flatfish,10 years later,AP-FhTn,-0.5779101951531862,0.0,-0.0
456,benthopelagic,10 years later,TP-FlTs,-0.7011093694342696,0.0,-0.0
457,small pelagic,10 years later,TP-FlTs,-16.93947733186398,0.06,-0.06
458,small demersal,10 years later,TP-FlTs,-4.061832954247706,0.0,-0.0
459,large demersal,10 years later,TP-FlTs,0.133582698531447,0.0004,-0.0004
460,small flatfish,10 years later,TP-FlTs,-0.5075808800161974,0.0006,-0.0006
461,large flatfish,10 years later,TP-FlTs,-0.670413395622359,0.0,-0.0
462,benthopelagic,10 years later,TP-FlTn,-0.877250334888846,0.0,-0.0
463,small pelagic,10 years later,TP-FlTn,-12.6593436552358,0.06,-0.06
464,small demersal,10 years later,TP-FlTn,-2.267260434035429,0.0,-0.0
465,large demersal,10 years later,TP-FlTn,0.1476105840573516,0.0004,-0.0004
466,small flatfish,10 years later,TP-FlTn,-0.584879758574991,0.0006,-0.0006
467,large flatfish,10 years later,TP-FlTn,-1.183698903533117,0.0,-0.0
468,benthopelagic,10 years later,TP-FhTs,-0.9511608340024068,0.0,-0.0
469,small pelagic,10 years later,TP-FhTs,-4.367094984218849,0.06,-0.06
470,small demersal,10 years later,TP-FhTs,-0.2514251113653597,0.0,-0.0
471,large demersal,10 years later,TP-FhTs,0.4230041702894982,0.0004,-0.0004
472,small flatfish,10 years later,TP-FhTs,-0.2419646453678026,0.0006,-0.0006
473,large flatfish,10 years later,TP-FhTs,-2.648783724356922,0.0,-0.0
474,benthopelagic,10 years later,TP-FhTn,-0.4099932501601822,0.0,-0.0
475,small pelagic,10 years later,TP-FhTn,-20.52898412315065,0.06,-0.06
476,small demersal,10 years later,TP-FhTn,-4.079291054669175,0.0,-0.0
477,large demersal,10 years later,TP-FhTn,0.4542903701913703,0.0004,-0.0004
478,small flatfish,10 years later,TP-FhTn,-0.5897697900811061,0.0006,-0.0006
479,large flatfish,10 years later,TP-FhTn,-0.90476593433097,0.0,-0.0
480,benthopelagic,10 years later,EB-FlTs,-0.2647991509474134,0.0,-0.0
481,small pelagic,10 years later,EB-FlTs,-0.1665684312017016,0.06,-0.06
482,small demersal,10 years later,EB-FlTs,-0.2096403742404606,0.0,-0.0
483,large demersal,10 years later,EB-FlTs,0.1590954250071596,0.0004,-0.0004
484,small flatfish,10 years later,EB-FlTs,-0.2836762256756286,0.0006,-0.0006
485,large flatfish,10 years later,EB-FlTs,-1.6610042878260771,0.0,-0.0
486,benthopelagic,10 years later,EB-FlTn,-0.1933474172703397,0.0,-0.0
487,small pelagic,10 years later,EB-FlTn,-3.169442399218113,0.06,-0.06
488,small demersal,10 years later,EB-FlTn,-0.5199579298070376,0.0,-0.0
489,large demersal,10 years later,EB-FlTn,0.1821902120369478,0.0004,-0.0004
490,small flatfish,10 years later,EB-FlTn,-0.7516024152479385,0.0006,-0.0006
491,large flatfish,10 years later,EB-FlTn,-2.08662248626172,0.0,-0.0
492,benthopelagic,10 years later,EB-FhTs,-0.2397568886256573,0.0,-0.0
493,small pelagic,10 years later,EB-FhTs,-0.0555679063118438,0.06,-0.06
494,small demersal,10 years later,EB-FhTs,-0.0862206415633659,0.0,-0.0
495,large demersal,10 years later,EB-FhTs,0.0829722349925743,0.0004,-0.0004
496,small flatfish,10 years later,EB-FhTs,-0.6246099332619671,0.0006,-0.0006
497,large flatfish,10 years later,EB-FhTs,-2.1330591184219827,0.0,-0.0
498,benthopelagic,10 years later,EB-FhTn,-0.1794605692843731,0.0,-0.0
499,small pelagic,10 years later,EB-FhTn,-0.1241024657712601,0.06,-0.06
500,small demersal,10 years later,EB-FhTn,-0.0519450117252873,0.0,-0.0
501,large demersal,10 years later,EB-FhTn,0.0187994956986703,0.0004,-0.0004
502,small flatfish,10 years later,EB-FhTn,-0.6282479018012909,0.0006,-0.0006
503,large flatfish,10 years later,EB-FhTn,-1.8729002926283456,0.0,-0.0
504,benthopelagic,10 years later,JF-FlTs,-0.6065756133952538,0.0,-0.0
505,small pelagic,10 years later,JF-FlTs,-9.092506905637858,0.06,-0.06
506,small demersal,10 years later,JF-FlTs,-1.994624044025355,0.0,-0.0
507,large demersal,10 years later,JF-FlTs,-0.0302279557802342,0.0004,-0.0004
508,small flatfish,10 years later,JF-FlTs,-0.2108451075631989,0.0006,-0.0006
509,large flatfish,10 years later,JF-FlTs,0.3352916816888717,0.0,-0.0
510,benthopelagic,10 years later,JF-FlTn,-0.5442462318124963,0.0,-0.0
511,small pelagic,10 years later,JF-FlTn,-9.347095410787745,0.06,-0.06
512,small demersal,10 years later,JF-FlTn,-2.065083519622367,0.0,-0.0
513,large demersal,10 years later,JF-FlTn,0.0171193386872703,0.0004,-0.0004
514,small flatfish,10 years later,JF-FlTn,-0.1169480469804917,0.0006,-0.0006
515,large flatfish,10 years later,JF-FlTn,0.4852023437795184,0.0,-0.0
516,benthopelagic,10 years later,JF-FhTs,-0.4699128029164779,0.0,-0.0
517,small pelagic,10 years later,JF-FhTs,-9.570079453377838,0.06,-0.06
518,small demersal,10 years later,JF-FhTs,-2.224340727463007,0.0,-0.0
519,large demersal,10 years later,JF-FhTs,0.0445703799771823,0.0004,-0.0004
520,small flatfish,10 years later,JF-FhTs,-0.1220016606190055,0.0006,-0.0006
521,large flatfish,10 years later,JF-FhTs,0.2607626000555319,0.0,-0.0
522,benthopelagic,10 years later,JF-FhTn,-0.5807486265582718,0.0,-0.0
523,small pelagic,10 years later,JF-FhTn,-6.958345230405311,0.06,-0.06
524,small demersal,10 years later,JF-FhTn,-1.4933755988326856,0.0,-0.0
525,large demersal,10 years later,JF-FhTn,0.0139568545478585,0.0004,-0.0004
526,small flatfish,10 years later,JF-FhTn,-0.2392802165971697,0.0006,-0.0006
527,large flatfish,10 years later,JF-FhTn,-0.0504676440628582,0.0,-0.0
528,benthopelagic,20 years later,AP-FlTs,0.6364711823469404,0.0,-0.0
529,small pelagic,20 years later,AP-FlTs,-0.4942948286795469,0.06,-0.06
530,small demersal,20 years later,AP-FlTs,0.7275376030165248,0.0,-0.0
531,large demersal,20 years later,AP-FlTs,0.361821687485897,0.0004,-0.0004
532,small flatfish,20 years later,AP-FlTs,0.043136981859998,0.0006,-0.0006
533,large flatfish,20 years later,AP-FlTs,-1.7012323556741535,0.0,-0.0
534,benthopelagic,20 years later,AP-FlTn,0.3465289051095788,0.0,-0.0
535,small pelagic,20 years later,AP-FlTn,4.611791225354707,0.06,-0.06
536,small demersal,20 years later,AP-FlTn,0.2620370514257664,0.0,-0.0
537,large demersal,20 years later,AP-FlTn,0.2616494408178815,0.0004,-0.0004
538,small flatfish,20 years later,AP-FlTn,0.5244299275546949,0.0006,-0.0006
539,large flatfish,20 years later,AP-FlTn,0.8209960961413953,0.0,-0.0
540,benthopelagic,20 years later,AP-FhTs,2.754854042879966,0.0,-0.0
541,small pelagic,20 years later,AP-FhTs,60.54436008868954,0.06,-0.06
542,small demersal,20 years later,AP-FhTs,0.0168328280441635,0.0,-0.0
543,large demersal,20 years later,AP-FhTs,0.030017516800187,0.0004,-0.0004
544,small flatfish,20 years later,AP-FhTs,-0.6237627587911254,0.0006,-0.0006
545,large flatfish,20 years later,AP-FhTs,11.99106758004768,0.0,-0.0
546,benthopelagic,20 years later,AP-FhTn,1.4951930584804338,0.0,-0.0
547,small pelagic,20 years later,AP-FhTn,60.83587606356326,0.06,-0.06
548,small demersal,20 years later,AP-FhTn,-0.2985724720770421,0.0,-0.0
549,large demersal,20 years later,AP-FhTn,0.1452099914659432,0.0004,-0.0004
550,small flatfish,20 years later,AP-FhTn,-0.0150201584628095,0.0006,-0.0006
551,large flatfish,20 years later,AP-FhTn,7.056747311565002,0.0,-0.0
552,benthopelagic,20 years later,TP-FlTs,0.6331550990368994,0.0,-0.0
553,small pelagic,20 years later,TP-FlTs,60.00895294934618,0.06,-0.06
554,small demersal,20 years later,TP-FlTs,-1.7063544959238008,0.0,-0.0
555,large demersal,20 years later,TP-FlTs,0.486985651084888,0.0004,-0.0004
556,small flatfish,20 years later,TP-FlTs,1.335886708747531,0.0006,-0.0006
557,large flatfish,20 years later,TP-FlTs,13.994739059045065,0.0,-0.0
558,benthopelagic,20 years later,TP-FlTn,1.8102881014086705,0.0,-0.0
559,small pelagic,20 years later,TP-FlTn,60.17096560797588,0.06,-0.06
560,small demersal,20 years later,TP-FlTn,-1.2614398725953575,0.0,-0.0
561,large demersal,20 years later,TP-FlTn,0.2521259500278561,0.0004,-0.0004
562,small flatfish,20 years later,TP-FlTn,0.1368337087073301,0.0006,-0.0006
563,large flatfish,20 years later,TP-FlTn,12.464739966077458,0.0,-0.0
564,benthopelagic,20 years later,TP-FhTs,1.9550698181333208,0.0,-0.0
565,small pelagic,20 years later,TP-FhTs,6.045561038692335,0.06,-0.06
566,small demersal,20 years later,TP-FhTs,0.5810962088111516,0.0,-0.0
567,large demersal,20 years later,TP-FhTs,0.9473484935336242,0.0004,-0.0004
568,small flatfish,20 years later,TP-FhTs,0.9545987289185788,0.0006,-0.0006
569,large flatfish,20 years later,TP-FhTs,-1.5619417893667564,0.0,-0.0
570,benthopelagic,20 years later,TP-FhTn,0.8686444947659302,0.0,-0.0
571,small pelagic,20 years later,TP-FhTn,57.4333982979964,0.06,-0.06
572,small demersal,20 years later,TP-FhTn,-2.167972624572628,0.0,-0.0
573,large demersal,20 years later,TP-FhTn,0.4117684662992349,0.0004,-0.0004
574,small flatfish,20 years later,TP-FhTn,0.7373302826722195,0.0006,-0.0006
575,large flatfish,20 years later,TP-FhTn,13.593106391912109,0.0,-0.0
576,benthopelagic,20 years later,EB-FlTs,0.2733347288008026,0.0,-0.0
577,small pelagic,20 years later,EB-FlTs,-0.0594900290336216,0.06,-0.06
578,small demersal,20 years later,EB-FlTs,0.3516137284299558,0.0,-0.0
579,large demersal,20 years later,EB-FlTs,0.5368542600736392,0.0004,-0.0004
580,small flatfish,20 years later,EB-FlTs,-0.8879516148904987,0.0006,-0.0006
581,large flatfish,20 years later,EB-FlTs,-5.013798543064662,0.0,-0.0
582,benthopelagic,20 years later,EB-FlTn,1.0712687166938717,0.0,-0.0
583,small pelagic,20 years later,EB-FlTn,8.87645793746662,0.06,-0.06
584,small demersal,20 years later,EB-FlTn,1.566593187816916,0.0,-0.0
585,large demersal,20 years later,EB-FlTn,0.5374718143595525,0.0004,-0.0004
586,small flatfish,20 years later,EB-FlTn,-0.4742320783955467,0.0006,-0.0006
587,large flatfish,20 years later,EB-FlTn,-4.005662480544079,0.0,-0.0
588,benthopelagic,20 years later,EB-FhTs,0.5354446095690614,0.0,-0.0
589,small pelagic,20 years later,EB-FhTs,-0.4679102899267285,0.06,-0.06
590,small demersal,20 years later,EB-FhTs,1.1934357176521992,0.0,-0.0
591,large demersal,20 years later,EB-FhTs,0.4788859543879919,0.0004,-0.0004
592,small flatfish,20 years later,EB-FhTs,-0.7097393103844274,0.0006,-0.0006
593,large flatfish,20 years later,EB-FhTs,-5.776468453541034,0.0,-0.0
594,benthopelagic,20 years later,EB-FhTn,1.072134937876548,0.0,-0.0
595,small pelagic,20 years later,EB-FhTn,-0.726467259060147,0.06,-0.06
596,small demersal,20 years later,EB-FhTn,1.745114488260078,0.0,-0.0
597,large demersal,20 years later,EB-FhTn,0.5919626304619208,0.0004,-0.0004
598,small flatfish,20 years later,EB-FhTn,-0.3080076141363774,0.0006,-0.0006
599,large flatfish,20 years later,EB-FhTn,-2.7415530759595947,0.0,-0.0
600,benthopelagic,20 years later,JF-FlTs,0.2729464099790358,0.0,-0.0
601,small pelagic,20 years later,JF-FlTs,56.64478025074306,0.06,-0.06
602,small demersal,20 years later,JF-FlTs,-1.5138094766159316,0.0,-0.0
603,large demersal,20 years later,JF-FlTs,-0.1063638732982619,0.0004,-0.0004
604,small flatfish,20 years later,JF-FlTs,0.6439872873394537,0.0006,-0.0006
605,large flatfish,20 years later,JF-FlTs,14.004238839699028,0.0,-0.0
606,benthopelagic,20 years later,JF-FlTn,0.540926519389837,0.0,-0.0
607,small pelagic,20 years later,JF-FlTn,59.48834139305813,0.06,-0.06
608,small demersal,20 years later,JF-FlTn,-1.5915175085244446,0.0,-0.0
609,large demersal,20 years later,JF-FlTn,-0.0983848262875808,0.0004,-0.0004
610,small flatfish,20 years later,JF-FlTn,0.5684350024542661,0.0006,-0.0006
611,large flatfish,20 years later,JF-FlTn,13.773036615958125,0.0,-0.0
612,benthopelagic,20 years later,JF-FhTs,0.5525707783215305,0.0,-0.0
613,small pelagic,20 years later,JF-FhTs,63.40835698288057,0.06,-0.06
614,small demersal,20 years later,JF-FhTs,-1.4930676320927794,0.0,-0.0
615,large demersal,20 years later,JF-FhTs,0.1774710920717614,0.0004,-0.0004
616,small flatfish,20 years later,JF-FhTs,1.0926154468553804,0.0006,-0.0006
617,large flatfish,20 years later,JF-FhTs,15.656268391713652,0.0,-0.0
618,benthopelagic,20 years later,JF-FhTn,0.3091896897529789,0.0,-0.0
619,small pelagic,20 years later,JF-FhTn,35.785737936349015,0.06,-0.06
620,small demersal,20 years later,JF-FhTn,-0.9919704768760074,0.0,-0.0
621,large demersal,20 years later,JF-FhTn,0.0206481366301092,0.0004,-0.0004
622,small flatfish,20 years later,JF-FhTn,0.7170782600621939,0.0006,-0.0006
623,large flatfish,20 years later,JF-FhTn,9.194304452040358,0.0,-0.0
624,porpoises,spill year,AP-FlTs,-0.0070466104872679,0.003,-0.003
625,seals,spill year,AP-FlTs,-0.00637359875159,0.0001,-0.0001
626,humpbacks,spill year,AP-FlTs,-0.0617458301597073,0.0,-0.0
627,sealions,spill year,AP-FlTs,-0.0015065727435215,0.0,-0.0
628,resident orcas,spill year,AP-FlTs,-0.0045246607807158,0.0,-0.0
629,transient orcas,spill year,AP-FlTs,-0.0004856700867617,0.0,-0.0
630,porpoises,spill year,AP-FlTn,-0.005253571590833,0.003,-0.003
631,seals,spill year,AP-FlTn,-0.0029298898583562,0.0001,-0.0001
632,humpbacks,spill year,AP-FlTn,-0.0646671718731239,0.0,-0.0
633,sealions,spill year,AP-FlTn,-0.0012058837457495,0.0,-0.0
634,resident orcas,spill year,AP-FlTn,-0.0029742890293937,0.0,-0.0
635,transient orcas,spill year,AP-FlTn,-0.0003656897252213,0.0,-0.0
636,porpoises,spill year,AP-FhTs,-0.0023070333649022,0.003,-0.003
637,seals,spill year,AP-FhTs,-0.0014332267129635,0.0001,-0.0001
638,humpbacks,spill year,AP-FhTs,-0.0728041320016059,0.0,-0.0
639,sealions,spill year,AP-FhTs,-0.0007452753985504,0.0,-0.0
640,resident orcas,spill year,AP-FhTs,-0.0025049889591655,0.0,-0.0
641,transient orcas,spill year,AP-FhTs,-0.0001452629212028,0.0,-0.0
642,porpoises,spill year,AP-FhTn,-0.000660916390297,0.003,-0.003
643,seals,spill year,AP-FhTn,-0.0008864405848718,0.0001,-0.0001
644,humpbacks,spill year,AP-FhTn,-0.0451659758497446,0.0,-0.0
645,sealions,spill year,AP-FhTn,-0.0005315946609318,0.0,-0.0
646,resident orcas,spill year,AP-FhTn,-0.0018382337793354,0.0,-0.0
647,transient orcas,spill year,AP-FhTn,-9.970458739627652e-05,0.0,-0.0
648,porpoises,spill year,TP-FlTs,-0.0346024270416256,0.003,-0.003
649,seals,spill year,TP-FlTs,0.0773585368966178,0.0001,-0.0001
650,humpbacks,spill year,TP-FlTs,-0.4716067015198799,0.0,-0.0
651,sealions,spill year,TP-FlTs,-0.0112428629148475,0.0,-0.0
652,resident orcas,spill year,TP-FlTs,-0.0224149991254896,0.0,-0.0
653,transient orcas,spill year,TP-FlTs,-0.004618147345361,0.0,-0.0
654,porpoises,spill year,TP-FlTn,-0.0491326329252594,0.003,-0.003
655,seals,spill year,TP-FlTn,0.0965812772972862,0.0001,-0.0001
656,humpbacks,spill year,TP-FlTn,-0.5222113555670058,0.0,-0.0
657,sealions,spill year,TP-FlTn,-0.0117044194606608,0.0,-0.0
658,resident orcas,spill year,TP-FlTn,-0.02030748553134,0.0,-0.0
659,transient orcas,spill year,TP-FlTn,-0.0051198437129151,0.0,-0.0
660,porpoises,spill year,TP-FhTs,-0.0107688743407241,0.003,-0.003
661,seals,spill year,TP-FhTs,-0.0066417985823297,0.0001,-0.0001
662,humpbacks,spill year,TP-FhTs,-0.1578249123852615,0.0,-0.0
663,sealions,spill year,TP-FhTs,-0.0028078903069372,0.0,-0.0
664,resident orcas,spill year,TP-FhTs,-0.0063932560381174,0.0,-0.0
665,transient orcas,spill year,TP-FhTs,-0.0007669764630457,0.0,-0.0
666,porpoises,spill year,TP-FhTn,-0.0148384178976013,0.003,-0.003
667,seals,spill year,TP-FhTn,0.0855643516748205,0.0001,-0.0001
668,humpbacks,spill year,TP-FhTn,-0.2233300058452092,0.0,-0.0
669,sealions,spill year,TP-FhTn,-0.0032639337246964,0.0,-0.0
670,resident orcas,spill year,TP-FhTn,-0.0079025695731382,0.0,-0.0
671,transient orcas,spill year,TP-FhTn,-0.0007208043906692,0.0,-0.0
672,porpoises,spill year,EB-FlTs,-0.0136534758791717,0.003,-0.003
673,seals,spill year,EB-FlTs,-0.0111237330533042,0.0001,-0.0001
674,humpbacks,spill year,EB-FlTs,-0.1305026180191115,0.0,-0.0
675,sealions,spill year,EB-FlTs,-0.0029027193756536,0.0,-0.0
676,resident orcas,spill year,EB-FlTs,-0.0073208377993749,0.0,-0.0
677,transient orcas,spill year,EB-FlTs,-0.0008427501828633,0.0,-0.0
678,porpoises,spill year,EB-FlTn,-0.012349537739924,0.003,-0.003
679,seals,spill year,EB-FlTn,-0.0103948694196487,0.0001,-0.0001
680,humpbacks,spill year,EB-FlTn,-0.1200298553731393,0.0,-0.0
681,sealions,spill year,EB-FlTn,-0.0026418637536418,0.0,-0.0
682,resident orcas,spill year,EB-FlTn,-0.0071041251547132,0.0,-0.0
683,transient orcas,spill year,EB-FlTn,-0.0007708399994377,0.0,-0.0
684,porpoises,spill year,EB-FhTs,-0.001796845074069,0.003,-0.003
685,seals,spill year,EB-FhTs,-0.0012855259250232,0.0001,-0.0001
686,humpbacks,spill year,EB-FhTs,-0.0214868219160946,0.0,-0.0
687,sealions,spill year,EB-FhTs,-0.0003447925466415,0.0,-0.0
688,resident orcas,spill year,EB-FhTs,-0.0012984448863251,0.0,-0.0
689,transient orcas,spill year,EB-FhTs,-6.067194978864876e-05,0.0,-0.0
690,porpoises,spill year,EB-FhTn,-0.0006759306737424,0.003,-0.003
691,seals,spill year,EB-FhTn,-0.0004842591746145,0.0001,-0.0001
692,humpbacks,spill year,EB-FhTn,-0.0078569008221873,0.0,-0.0
693,sealions,spill year,EB-FhTn,-0.0001011107080262,0.0,-0.0
694,resident orcas,spill year,EB-FhTn,-0.0004849471993373,0.0,-0.0
695,transient orcas,spill year,EB-FhTn,-1.8662424655646603e-05,0.0,-0.0
696,porpoises,spill year,JF-FlTs,-0.0164063956189208,0.003,-0.003
697,seals,spill year,JF-FlTs,-0.0052045452317583,0.0001,-0.0001
698,humpbacks,spill year,JF-FlTs,-0.1807192021951931,0.0,-0.0
699,sealions,spill year,JF-FlTs,-0.0059647613408908,0.0,-0.0
700,resident orcas,spill year,JF-FlTs,-0.0167863872744411,0.0,-0.0
701,transient orcas,spill year,JF-FlTs,-0.0028789427671904,0.0,-0.0
702,porpoises,spill year,JF-FlTn,-0.0167109379479779,0.003,-0.003
703,seals,spill year,JF-FlTn,-0.0029388853391909,0.0001,-0.0001
704,humpbacks,spill year,JF-FlTn,-0.1818958415558735,0.0,-0.0
705,sealions,spill year,JF-FlTn,-0.0048236900010967,0.0,-0.0
706,resident orcas,spill year,JF-FlTn,-0.0124576930125031,0.0,-0.0
707,transient orcas,spill year,JF-FlTn,-0.0024829975904905,0.0,-0.0
708,porpoises,spill year,JF-FhTs,-0.0072986449180323,0.003,-0.003
709,seals,spill year,JF-FhTs,-0.0025648576724213,0.0001,-0.0001
710,humpbacks,spill year,JF-FhTs,-0.0760201118071102,0.0,-0.0
711,sealions,spill year,JF-FhTs,-0.0020691084898338,0.0,-0.0
